"label","label_wo_outliers","label_cluster2_kmeans5","label_cluster5_kmeans5","label_cluster4_kmeans5"
"PLEKHG7","CS6","CS6","CS6","CS6","CS4"
"SMIM15","CS6","CS7","CS5","CS7","CS5"
"GBP4","CS3","CS3","CS3","CS3","CS3"
"GJA10","CS4","CS4","CS3","CS4","CS6"
"TRPM5","CS5","CS5","CS5","CS5","CS4"
"PLEKHD1","CS5","CS5","CS6","CS5","CS4"
"VSTM2B","CS5","CS5","CS5","CS5","CS3"
"C4orf47","CS5","CS5","CS6","CS5","CS7"
"ANKRD20A12P",NA,NA,NA,NA,NA
"ASCL5","CS3","CS3","CS4","CS3","CS3"
"FHAD1",NA,NA,NA,NA,NA
"C5orf58",NA,NA,NA,NA,NA
"PATL2","CS5","CS5","CS5","CS5","CS6"
"TTLL13P",NA,NA,NA,NA,NA
"FER1L4",NA,NA,NA,NA,NA
"H1-9P",NA,NA,NA,NA,NA
"ZIK1","CS6","CS6","CS5","CS7","CS6"
"TRIM77","CS6","CS6","CS6","CS6","CS5"
"IDI2-AS1",NA,NA,NA,NA,NA
"CUX2","CS5","CS5","CS5","CS5","CS6"
"LECT2","CS6","CS6","CS6","CS6","CS4"
"SSX9P",NA,NA,NA,NA,NA
"ATP2C2","CS4","CS4","CS4","CS5","CS4"
"CCDC54","CS6","CS6","CS6","CS6","CS6"
"ZNF788P",NA,NA,NA,NA,NA
"ANKRD31","CS3","CS3","CS3","CS3","CS3"
"DCDC1","CS6","CS6","CS6","CS6","CS4"
"RBM44","CS4","CS4","CS5","CS4","CS4"
"NDST4","CS6","CS6","CS5","CS6","CS7"
"NLRP11","CS4","CS4","CS8","CS5","CS4"
"ZNF37A","CS5","CS5","CS4","CS3","CS7"
"ZNF22-AS1",NA,NA,NA,NA,NA
"MST1L",NA,NA,NA,NA,NA
"CNBD1","CS7","CS7","CS7","CS6","CS6"
"PPM1N","CS5","CS5","CS5","CS5","CS4"
"CUZD1","CS4","CS4","CS4","CS5","CS4"
"TTC16","CS6","CS6","CS5","CS5","CS6"
"SPATA16","CS6","CS6","CS6","CS6","CS5"
"CYLC1","CS6","CS6","CS6","CS6","CS7"
"SPATA31E1","CS5","CS6","CS5","CS5","CS6"
"CCDC63","CS5","CS5","CS6","CS5","CS3"
"TBC1D28","CS3","CS3","CS3","CS3","CS2"
"ZNF840P",NA,NA,NA,NA,NA
"ZNF442","CS4","CS4","CS4","CS5","CS5"
"CYP4F3","CS7","CS6","CS6","CS7","CS7"
"ZNF257","CS6","CS6","CS7","CS5","CS6"
"RAD51AP2","CS6","CS6","CS6","CS5","CS4"
"OR5B3",NA,NA,NA,NA,NA
"SDR42E2",NA,NA,NA,NA,NA
"TMIGD1","CS3","CS3","CS5","CS3","CS3"
"OR4K17",NA,NA,NA,NA,NA
"PGBD4","CS5","CS5","CS5","CS6","CS5"
"SLC4A11","CS6","CS6","CS5","CS6","CS4"
"VWA5B1",NA,NA,NA,NA,NA
"PPP1R36","CS6","CS6","CS6","CS6","CS5"
"TAAR3P",NA,NA,NA,NA,NA
"LRRD1","CS6","CS6","CS6","CS6","CS5"
"CTAGE15",NA,NA,NA,NA,NA
"SRRM5","CS6","CS5","CS6","CS5","CS5"
"FLRT2","CS7","CS7","CS7","CS7","CS7"
"TMPRSS11F","CS7","CS7","CS7","CS7","CS5"
"H1-8",NA,NA,NA,NA,NA
"ADGRF2",NA,NA,NA,NA,NA
"ZNF385D","CS6","CS6","CS7","CS6","CS8"
"REXO1L1P",NA,NA,NA,NA,NA
"DBX2","CS6","CS6","CS6","CS6","CS3"
"OSGEPL1","CS5","CS5","CS4","CS5","CS6"
"TRIM64C",NA,NA,NA,NA,NA
"PPIAL4F",NA,NA,NA,NA,NA
"FAM227A",NA,NA,NA,NA,NA
"FAM90A27P",NA,NA,NA,NA,NA
"GOLGA8CP",NA,NA,NA,NA,NA
"LINC00173",NA,NA,NA,NA,NA
"OR2AJ1",NA,NA,NA,NA,NA
"OR5H8",NA,NA,NA,NA,NA
"ADCY10","CS5","CS5","CS4","CS5","CS6"
"OR9Q2",NA,NA,NA,NA,NA
"MCTP1","CS3","CS3","CS4","CS3","CS4"
"ANGPTL5","CS6","CS6","CS6","CS4","CS5"
"SERPINA11","CS7","CS7","CS7","CS7","CS7"
"LRRC71","CS3","CS3","CS4","CS3","CS2"
"MMEL1","CS3","CS3","CS5","CS3","CS3"
"SSX6P",NA,NA,NA,NA,NA
"CCDC178","CS5","CS5","CS5","CS5","CS5"
"FNDC7","CS4","CS3","CS4","CS3","CS3"
"SYNJ2BP-COX16",NA,NA,NA,NA,NA
"HTR4","CS6","CS6","CS6","CS6","CS5"
"OR5M3",NA,NA,NA,NA,NA
"PROKR1","CS4","CS4","CS4","CS4","CS6"
"METTL21EP",NA,NA,NA,NA,NA
"FAM228B",NA,NA,NA,NA,NA
"SMIM24","CS7","CS7","CS6","CS6","CS7"
"HRCT1","CS5","CS5","CS6","CS5","CS5"
"SLC40A1","CS5","CS5","CS4","CS5","CS3"
"SLC47A2","CS6","CS6","CS6","CS5","CS6"
"CCDC175","CS6","CS6","CS5","CS6","CS6"
"KIAA2012",NA,NA,NA,NA,NA
"ZNF654","CS5","CS5","CS5","CS5","CS6"
"SLCO1B3","CS5","CS5","CS4","CS5","CS4"
"KANSL1L","CS6","CS6","CS6","CS6","CS5"
"ZNF619","CS6","CS6","CS6","CS6","CS5"
"ZNF530","CS6","CS6","CS5","CS7","CS6"
"AGBL1","CS6","CS6","CS6","CS6","CS4"
"ADAMTS20","CS4","CS4","CS4","CS5","CS4"
"DEGS2","CS6","CS6","CS6","CS6","CS6"
"DEFB130B",NA,NA,NA,NA,NA
"DEFB130A",NA,NA,NA,NA,NA
"FAM83C","CS3","CS3","CS3","CS4","CS1"
"HEPN1","CS3","CS3","CS3","CS3","CS3"
"KCNH7","CS6","CS6","CS6","CS5","CS6"
"OR4A16",NA,NA,NA,NA,NA
"OR7G1",NA,NA,NA,NA,NA
"SIDT1","CS6","CS6","CS7","CS6","CS5"
"ZNF487",NA,NA,NA,NA,NA
"ZNF665","CS5","CS5","CS4","CS5","CS4"
"PDGFRL","CS6","CS6","CS6","CS6","CS6"
"KCNK12","CS3","CS3","CS5","CS3","CS2"
"DUX1",NA,NA,NA,NA,NA
"DUX4L9",NA,NA,NA,NA,NA
"OR1D2",NA,NA,NA,NA,NA
"CYP11B1","CS6","CS6","CS5","CS5","CS7"
"BPI","CS5","CS5","CS5","CS5","CS5"
"ELFN1","CS6","CS6","CS6","CS6","CS3"
"ART1","CS5","CS5","CS5","CS5","CS4"
"MSLNL",NA,NA,NA,NA,NA
"EFCAB13","CS5","CS5","CS5","CS5","CS4"
"HS3ST5","CS6","CS6","CS7","CS6","CS6"
"ISM2","CS6","CS6","CS5","CS5","CS6"
"GPR182","CS3","CS5","CS3","CS3","CS4"
"NIPAL2","CS3","CS3","CS5","CS3","CS3"
"LCNL1","CS5","CS5","CS4","CS5","CS5"
"BDKRB1","CS7","CS7","CS8","CS7","CS7"
"STIMATE","CS5","CS5","CS4","CS5","CS2"
"CCR6","CS6","CS6","CS6","CS6","CS6"
"CCR8","CS5","CS5","CS5","CS5","CS5"
"CCR9","CS6","CS6","CS6","CS6","CS6"
"HTR5A","CS6","CS6","CS6","CS6","CS6"
"MMP24","CS4","CS4","CS4","CS4","CS4"
"GPR146","CS5","CS5","CS5","CS6","CS5"
"SLC8A2","CS6","CS6","CS4","CS6","CS6"
"NPSR1","CS6","CS6","CS6","CS6","CS5"
"OXTR","CS6","CS6","CS6","CS6","CS5"
"PLPP7","CS6","CS6","CS5","CS6","CS4"
"SLC22A25","CS3","CS3","CS3","CS3","CS3"
"ECHDC3","CS5","CS5","CS5","CS5","CS5"
"SAMD10","CS5","CS5","CS4","CS5","CS5"
"GVQW3",NA,NA,NA,NA,NA
"TTC22","CS4","CS4","CS4","CS4","CS3"
"C2orf16","CS5","CS5","CS4","CS5","CS6"
"TRIM66",NA,NA,NA,NA,NA
"ABCA8","CS5","CS5","CS4","CS5","CS5"
"SPAM1","CS5","CS5","CS5","CS4","CS5"
"IQCM",NA,NA,NA,NA,NA
"MMP21","CS5","CS5","CS5","CS5","CS5"
"GPBAR1","CS5","CS5","CS5","CS5","CS4"
"SIGLEC1","CS5","CS5","CS6","CS4","CS5"
"SLC35F3","CS5","CS5","CS3","CS5","CS5"
"FOXL2NB","CS4","CS4","CS5","CS4","CS3"
"WDR72","CS7","CS7","CS7","CS6","CS8"
"HRES1",NA,NA,NA,NA,NA
"PSMG3-AS1",NA,NA,NA,NA,NA
"ZNF43","CS6","CS6","CS6","CS5","CS6"
"MYCT1","CS6","CS6","CS6","CS5","CS4"
"SLC4A10","CS5","CS5","CS5","CS5","CS5"
"ARHGEF10L","CS6","CS6","CS6","CS4","CS6"
"SPANXN5",NA,NA,NA,NA,NA
"LY6G5C","CS5","CS5","CS5","CS6","CS5"
"SHISA8",NA,NA,NA,NA,NA
"CCL27","CS5","CS5","CS4","CS5","CS5"
"CCL15",NA,NA,NA,NA,NA
"CXCL17","CS6","CS6","CS6","CS7","CS6"
"CCL24","CS6","CS6","CS6","CS5","CS6"
"CXCL3","CS5","CS4","CS7","CS4","CS5"
"RRN3P2",NA,NA,NA,NA,NA
"ITGBL1","CS6","CS6","CS6","CS6","CS7"
"CACNG8","CS7","CS7","CS6","CS7","CS6"
"KAZALD1","CS6","CS6","CS6","CS5","CS6"
"KIRREL3","CS6","CS6","CS7","CS6","CS6"
"C19orf48",NA,NA,NA,NA,NA
"CALML4","CS6","CS6","CS4","CS6","CS6"
"SERHL",NA,NA,NA,NA,NA
"LINC01600",NA,NA,NA,NA,NA
"PLAC4",NA,NA,NA,NA,NA
"SCUBE3","CS4","CS4","CS5","CS4","CS4"
"SLC29A4","CS3","CS3","CS3","CS3","CS2"
"C22orf34",NA,NA,NA,NA,NA
"TMPRSS9","CS5","CS5","CS5","CS5","CS3"
"TMEM238","CS5","CS5","CS5","CS6","CS4"
"ST20","CS2","CS2","CS4","CS2","CS2"
"SPRN","CS5","CS5","CS5","CS5","CS4"
"LUZP6",NA,NA,NA,NA,NA
"C19orf71","CS6","CS6","CS6","CS6","CS6"
"RTEL1-TNFRSF6B",NA,NA,NA,NA,NA
"ST20-AS1",NA,NA,NA,NA,NA
"PLD4","CS6","CS6","CS6","CS5","CS6"
"OVCH2",NA,NA,NA,NA,NA
"LIPT2","CS4","CS4","CS4","CS6","CS5"
"MANSC4","CS4","CS4","CS4","CS4","CS4"
"CYP2U1","CS5","CS5","CS4","CS5","CS7"
"TPRG1L","CS4","CS4","CS4","CS4","CS4"
"PDE6C","CS6","CS6","CS6","CS5","CS6"
"TCEAL3",NA,NA,NA,NA,NA
"CCNYL2",NA,NA,NA,NA,NA
"PCDHGA6","CS5","CS5","CS5","CS4","CS6"
"IGKV1D-33",NA,NA,NA,NA,NA
"HGSNAT","CS6","CS6","CS6","CS7","CS7"
"LY6K","CS4","CS4","CS4","CS4","CS4"
"CHRNB2","CS5","CS5","CS5","CS4","CS5"
"USP17L30",NA,NA,NA,NA,NA
"C9orf131","CS3","CS3","CS3","CS3","CS4"
"TRIL",NA,NA,NA,NA,NA
"NKX2-4",NA,NA,NA,NA,NA
"EVPLL","CS5","CS5","CS5","CS5","CS6"
"ZC3H11B",NA,NA,NA,NA,NA
"HAPLN4","CS3","CS3","CS3","CS4","CS3"
"IGHV1-45",NA,NA,NA,NA,NA
"GHSR","CS6","CS6","CS6","CS5","CS6"
"GADL1","CS6","CS6","CS6","CS4","CS6"
"TNFSF4","CS5","CS5","CS4","CS5","CS7"
"CCL1","CS4","CS4","CS4","CS4","CS4"
"ADAMTS13","CS5","CS5","CS5","CS5","CS5"
"KREMEN1","CS5","CS5","CS5","CS5","CS4"
"MC3R","CS7","CS7","CS7","CS7","CS7"
"MC5R","CS6","CS6","CS6","CS7","CS6"
"ORAI3","CS5","CS5","CS5","CS5","CS4"
"DKK2","CS5","CS5","CS5","CS5","CS4"
"AP5S1","CS5","CS5","CS5","CS5","CS5"
"LRRC26","CS6","CS6","CS6","CS7","CS7"
"CRTAM","CS3","CS3","CS3","CS5","CS3"
"SPTSSB","CS6","CS6","CS6","CS5","CS3"
"F2RL2","CS6","CS6","CS6","CS6","CS6"
"HRH3","CS5","CS5","CS5","CS4","CS3"
"KCNK10","CS6","CS6","CS6","CS6","CS7"
"CARD17","CS5","CS6","CS6","CS6","CS4"
"CARD18","CS6","CS6","CS7","CS6","CS4"
"TLR10","CS6","CS6","CS6","CS6","CS7"
"TLR8","CS6","CS6","CS6","CS6","CS6"
"PEDS1-UBE2V1",NA,NA,NA,NA,NA
"MMP24OS",NA,NA,NA,NA,NA
"PGLYRP4","CS4","CS4","CS4","CS4","CS4"
"NME1-NME2",NA,NA,NA,NA,NA
"NXNL2","CS4","CS4","CS4","CS4","CS4"
"IL19","CS6","CS6","CS6","CS6","CS5"
"SKOR2","CS7","CS7","CS7","CS5","CS5"
"G_PROTEIN_RECEP_F1_2 domain-containing protein",NA,NA,NA,NA,NA
"RARRES2","CS5","CS5","CS5","CS5","CS4"
"KIR2DS4",NA,NA,NA,NA,NA
"MLNR","CS5","CS5","CS5","CS6","CS7"
"Toll-like receptor 9",NA,NA,NA,NA,NA
"HES2","CS4","CS4","CS4","CS4","CS5"
"CLEC9A","CS6","CS6","CS6","CS4","CS6"
"GAGE7",NA,NA,NA,NA,NA
"GAGE12F",NA,NA,NA,NA,NA
"DEFB106B",NA,NA,NA,NA,NA
"ZP2","CS5","CS5","CS5","CS5","CS6"
"TRGV9",NA,NA,NA,NA,NA
"Seryl-tRNA synthetase",NA,NA,NA,NA,NA
"OR8B3",NA,NA,NA,NA,NA
"TACR3","CS5","CS5","CS5","CS5","CS4"
"AARS1","CS0","CS0","CS0","CS0","CS0"
"TCEAL6","CS5","CS5","CS6","CS6","CS5"
"ZNF321P",NA,NA,NA,NA,NA
"p37 AUF1",NA,NA,NA,NA,NA
"p72syk",NA,NA,NA,NA,NA
"HSP70-1",NA,NA,NA,NA,NA
"PNAS-101",NA,NA,NA,NA,NA
"Full-length cDNA clone CS0DI019YF20 of Placenta of Homo sapiens",NA,NA,NA,NA,NA
"cDNA FLJ25361 fis, clone TST01713",NA,NA,NA,NA,NA
"DKFZp434K0435",NA,NA,NA,NA,NA
"SWI related protein",NA,NA,NA,NA,NA
"cDNA FLJ10035 fis, clone HEMBA1000919",NA,NA,NA,NA,NA
"C22orf9",NA,NA,NA,NA,NA
"ZNF253","CS3","CS3","CS3","CS3","CS3"
"FLJ23584",NA,NA,NA,NA,NA
"Cytoplasmic dynein heavy chain",NA,NA,NA,NA,NA
"Somatomammotropin",NA,NA,NA,NA,NA
"Q8N5B1",NA,NA,NA,NA,NA
"cDNA FLJ20259 fis, clone COLF7443",NA,NA,NA,NA,NA
"cDNA FLJ32214 fis, clone PLACE6003705",NA,NA,NA,NA,NA
"ZF6",NA,NA,NA,NA,NA
"C9orf75",NA,NA,NA,NA,NA
"BPGAP1",NA,NA,NA,NA,NA
"PIN1P1",NA,NA,NA,NA,NA
"RNPC4",NA,NA,NA,NA,NA
"COMMD3-BMI1",NA,NA,NA,NA,NA
"FLJ10324",NA,NA,NA,NA,NA
"cDNA FLJ43719 fis, clone TESOP2006060",NA,NA,NA,NA,NA
"BXDC2",NA,NA,NA,NA,NA
"EMS1",NA,NA,NA,NA,NA
"BAF53A",NA,NA,NA,NA,NA
"LPPR4",NA,NA,NA,NA,NA
"DKFZp434D1428",NA,NA,NA,NA,NA
"HMP19",NA,NA,NA,NA,NA
"AB6",NA,NA,NA,NA,NA
"SPC18",NA,NA,NA,NA,NA
"TSPYL",NA,NA,NA,NA,NA
"TM4SF2",NA,NA,NA,NA,NA
"LY6H","CS6","CS6","CS6","CS5","CS6"
"FLJ10842",NA,NA,NA,NA,NA
"HCG1723909",NA,NA,NA,NA,NA
"ARP3BETA",NA,NA,NA,NA,NA
"SBBI23",NA,NA,NA,NA,NA
"NAGS","CS6","CS6","CS7","CS4","CS2"
"DKFZp547P1613",NA,NA,NA,NA,NA
"PC326",NA,NA,NA,NA,NA
"Bcr-abl mRNA of acute lymphocytic leukaemia",NA,NA,NA,NA,NA
"IGL@",NA,NA,NA,NA,NA
"Glutaminyl-tRNA synthetase",NA,NA,NA,NA,NA
"PLAC8 protein",NA,NA,NA,NA,NA
"SELI",NA,NA,NA,NA,NA
"DERPC",NA,NA,NA,NA,NA
"C4orf42",NA,NA,NA,NA,NA
"cDNA FLJ20805 fis, clone ADSE02009",NA,NA,NA,NA,NA
"(clone tec14)",NA,NA,NA,NA,NA
"PML-RAR",NA,NA,NA,NA,NA
"NAT8B",NA,NA,NA,NA,NA
"IGM",NA,NA,NA,NA,NA
"Ubiquitin C variant",NA,NA,NA,NA,NA
"RICS",NA,NA,NA,NA,NA
"cDNA FLJ35171 fis, clone PLACE6013220, weakly similar to TRICHOHYALIN",NA,NA,NA,NA,NA
"TNRC4",NA,NA,NA,NA,NA
"14-3-3 tau splice variant",NA,NA,NA,NA,NA
"ABCG5","CS5","CS5","CS5","CS6","CS5"
"EOLA1",NA,NA,NA,NA,NA
"TRBC1",NA,NA,NA,NA,NA
"HCRT","CS4","CS4","CS5","CS4","CS3"
"VEPH1","CS5","CS5","CS5","CS4","CS4"
"Tcr-alpha",NA,NA,NA,NA,NA
"YA61",NA,NA,NA,NA,NA
"HCG1811444",NA,NA,NA,NA,NA
"PRO1670",NA,NA,NA,NA,NA
"INMAP",NA,NA,NA,NA,NA
"GAPD",NA,NA,NA,NA,NA
"LIPM","CS4","CS4","CS4","CS4","CS3"
"MB2",NA,NA,NA,NA,NA
"Q96F87",NA,NA,NA,NA,NA
"cDNA FLJ34132 fis, clone FCBBF3010586, weakly similar to Microtubule associated-protein orbit",NA,NA,NA,NA,NA
"HCG2022592",NA,NA,NA,NA,NA
"DKFZp781I1140",NA,NA,NA,NA,NA
"PPIAL4D",NA,NA,NA,NA,NA
"derp12",NA,NA,NA,NA,NA
"OR4C12",NA,NA,NA,NA,NA
"Putative HTH DNA-binding protein",NA,NA,NA,NA,NA
"cDNA FLJ90195 fis, clone MAMMA1001310",NA,NA,NA,NA,NA
"OR10J1",NA,NA,NA,NA,NA
"Anti-HER3 scFv",NA,NA,NA,NA,NA
"TRA1",NA,NA,NA,NA,NA
"DKFZp686P15220",NA,NA,NA,NA,NA
"Folate binding protein",NA,NA,NA,NA,NA
"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit",NA,NA,NA,NA,NA
"SEMA3E","CS6","CS6","CS5","CS6","CS5"
"BCR/ABL fusion",NA,NA,NA,NA,NA
"POTEH",NA,NA,NA,NA,NA
"CCKAR","CS7","CS7","CS6","CS6","CS7"
"GPR45","CS4","CS4","CS4","CS3","CS2"
"TMEM74B","CS7","CS7","CS5","CS6","CS7"
"GSX2","CS5","CS5","CS5","CS6","CS5"
"APOL5","CS6","CS6","CS2","CS5","CS6"
"PCDHA1","CS4","CS4","CS4","CS4","CS5"
"OPTC","CS4","CS4","CS4","CS5","CS5"
"PCDHA11","CS5","CS5","CS6","CS5","CS5"
"GPR63","CS5","CS5","CS4","CS5","CS5"
"SLCO2A1","CS5","CS5","CS6","CS5","CS3"
"zf30",NA,NA,NA,NA,NA
"Solute carrier family 25 member 4 variant",NA,NA,NA,NA,NA
"Similar to ribosomal protein S8",NA,NA,NA,NA,NA
"Modulator of non-genomic activity of estrogen receptor",NA,NA,NA,NA,NA
"Acidic ribosomal phosphoprotein P1",NA,NA,NA,NA,NA
"MELKV4",NA,NA,NA,NA,NA
"DKFZp686J1593",NA,NA,NA,NA,NA
"RPS27AP5",NA,NA,NA,NA,NA
"Myosin-reactive immunoglobulin light chain variable region",NA,NA,NA,NA,NA
"E4-DBP",NA,NA,NA,NA,NA
"TOB3",NA,NA,NA,NA,NA
"cDNA FLJ77680, highly similar to Homo sapiens protein phosphatase 2",NA,NA,NA,NA,NA
"HEJ1",NA,NA,NA,NA,NA
"cDNA FLJ44499 fis, clone UTERU3000665, highly similar to Homo sapiens Snf2-related CBP activator protein",NA,NA,NA,NA,NA
"CALHM1","CS6","CS6","CS6","CS5","CS6"
"CNTN3","CS4","CS5","CS5","CS4","CS4"
"Ells2",NA,NA,NA,NA,NA
"Ring finger protein 28",NA,NA,NA,NA,NA
"SIGLEC14",NA,NA,NA,NA,NA
"CATSPER2","CS7","CS7","CS4","CS5","CS7"
"GDH",NA,NA,NA,NA,NA
"UBE1",NA,NA,NA,NA,NA
"M-RIP",NA,NA,NA,NA,NA
"WFIKKN2","CS4","CS4","CS4","CS3","CS4"
"OR2AG1",NA,NA,NA,NA,NA
"OR3A1",NA,NA,NA,NA,NA
"EIF4G1 variant protein",NA,NA,NA,NA,NA
"NKX1-1",NA,NA,NA,NA,NA
"HBEBP1",NA,NA,NA,NA,NA
"LOC392787",NA,NA,NA,NA,NA
"DKFZp564E242",NA,NA,NA,NA,NA
"HMX2","CS6","CS6","CS6","CS7","CS6"
"HDCMD34P",NA,NA,NA,NA,NA
"DKFZp781N1423",NA,NA,NA,NA,NA
"R31237_1",NA,NA,NA,NA,NA
"BJ-HCC-24 tumor antigen",NA,NA,NA,NA,NA
"FLJ00385",NA,NA,NA,NA,NA
"cDNA FLJ44663 fis, clone BRACE3003866",NA,NA,NA,NA,NA
"Uncharacterized hematopoietic stem/progenitor cells protein MDS026",NA,NA,NA,NA,NA
"cDNA FLJ46886 fis, clone UTERU3016308, highly similar to Smoothelin",NA,NA,NA,NA,NA
"CASC5",NA,NA,NA,NA,NA
"C1 segment",NA,NA,NA,NA,NA
"MLL/ENL fusion protein",NA,NA,NA,NA,NA
"MLL/AF4 fusion",NA,NA,NA,NA,NA
"MLL/AF6 fusion",NA,NA,NA,NA,NA
"CYP27B1","CS4","CS4","CS3","CS4","CS2"
"DVL1P1",NA,NA,NA,NA,NA
"ATP13A4","CS6","CS6","CS5","CS6","CS6"
"WDR17","CS6","CS5","CS7","CS5","CS5"
"FAM174B","CS5","CS5","CS5","CS5","CS5"
"Helix-destabilizing protein",NA,NA,NA,NA,NA
"Q9UF83",NA,NA,NA,NA,NA
"Cohesin loading complex subunit SCC4 homolog",NA,NA,NA,NA,NA
"cDNA FLJ33834 fis, clone CTONG2004264, moderately similar to NEUROBLAST DIFFERENTIATION ASSOCIATED PROTEIN AHNAK",NA,NA,NA,NA,NA
"NY-CO-41",NA,NA,NA,NA,NA
"U1 small nuclear ribonucleoprotein 1SNRP homolog protein",NA,NA,NA,NA,NA
"cDNA FLJ20187 fis, clone COLF0433",NA,NA,NA,NA,NA
"AHNAK-related protein",NA,NA,NA,NA,NA
"cDNA FLJ20311 fis, clone HEP07319",NA,NA,NA,NA,NA
"cDNA: FLJ21924 fis, clone HEP04086",NA,NA,NA,NA,NA
"LINC01006",NA,NA,NA,NA,NA
"FLJ00246",NA,NA,NA,NA,NA
"NFI",NA,NA,NA,NA,NA
"Hepatitis B virus receptor binding protein",NA,NA,NA,NA,NA
"DGAT2L7P",NA,NA,NA,NA,NA
"GUCY2F","CS6","CS6","CS6","CS5","CS8"
"CYP4Z2P",NA,NA,NA,NA,NA
"VH3",NA,NA,NA,NA,NA
"ASCC3L1",NA,NA,NA,NA,NA
"HNRPM",NA,NA,NA,NA,NA
"CXYorf1",NA,NA,NA,NA,NA
"PAUF",NA,NA,NA,NA,NA
"GHRH","CS5","CS5","CS5","CS5","CS7"
"WNT3","CS6","CS6","CS6","CS6","CS6"
"KIR2DS3",NA,NA,NA,NA,NA
"IGFL1","CS8","CS8","CS8","CS8","CS5"
"IGFLR1","CS4","CS4","CS3","CS4","CS2"
"IGFL3","CS5","CS5","CS4","CS5","CS5"
"KIF25","CS6","CS5","CS6","CS6","CS5"
"ST3GalIII",NA,NA,NA,NA,NA
"cDNA FLJ45139 fis, clone BRAWH3039623",NA,NA,NA,NA,NA
"CNTN5","CS6","CS6","CS6","CS6","CS6"
"TRABD2A","CS4","CS5","CS5","CS4","CS4"
"EEF1AKMT4","CS5","CS5","CS5","CS5","CS5"
"EEF1AKMT4-ECE2",NA,NA,NA,NA,NA
"PKM2",NA,NA,NA,NA,NA
"Prostate cancer antigen T21",NA,NA,NA,NA,NA
"C10orf95",NA,NA,NA,NA,NA
"EPR-1",NA,NA,NA,NA,NA
"HLCDGP1",NA,NA,NA,NA,NA
"cDNA FLJ56285, highly similar to ADP-ribosylation factor-like protein 8B",NA,NA,NA,NA,NA
"V-type proton ATPase subunit",NA,NA,NA,NA,NA
"P2RY4","CS7","CS7","CS8","CS7","CS7"
"TPM1 protein variant",NA,NA,NA,NA,NA
"Heat shock 70kDa protein 1A variant",NA,NA,NA,NA,NA
"Heat shock 70kDa protein 8 isoform 1 variant",NA,NA,NA,NA,NA
"HCG20425, isoform CRA_a",NA,NA,NA,NA,NA
"TMEM132D","CS6","CS6","CS7","CS6","CS6"
"TMEM225","CS6","CS6","CS6","CS5","CS5"
"Antigen MLAA-42",NA,NA,NA,NA,NA
"cDNA: FLJ22921 fis, clone KAT06711",NA,NA,NA,NA,NA
"SYT-SSX1",NA,NA,NA,NA,NA
"SYT-SSX2",NA,NA,NA,NA,NA
"Tumor differentiation factor",NA,NA,NA,NA,NA
"SRGAP2C",NA,NA,NA,NA,NA
"SEPT9",NA,NA,NA,NA,NA
"cDNA FLJ54141, highly similar to Ezrin",NA,NA,NA,NA,NA
"WUGSC:H_RG054D04.1",NA,NA,NA,NA,NA
"Jiv90 domain-containing protein",NA,NA,NA,NA,NA
"HOXA6","CS4","CS4","CS3","CS3","CS4"
"TIA1 protein variant",NA,NA,NA,NA,NA
"BPTP-2",NA,NA,NA,NA,NA
"cDNA FLJ44920 fis, clone BRAMY3011501, highly similar to Heterogeneous nuclear ribonucleoprotein U",NA,NA,NA,NA,NA
"Polo kinase",NA,NA,NA,NA,NA
"HEL-S-124m",NA,NA,NA,NA,NA
"cDNA FLJ16235 fis, clone FEBRA2028516",NA,NA,NA,NA,NA
"cDNA FLJ51843, highly similar to 14-3-3 protein gamma",NA,NA,NA,NA,NA
"Nbla00402",NA,NA,NA,NA,NA
"PYDC2",NA,NA,NA,NA,NA
"BCE1",NA,NA,NA,NA,NA
"Q7Z3Y4",NA,NA,NA,NA,NA
"OR5A1",NA,NA,NA,NA,NA
"HCG1996542, isoform CRA_c",NA,NA,NA,NA,NA
"cDNA FLJ45350 fis, clone BRHIP3011567, highly similar to Voltage-dependent L-type calcium channelsubunit beta-1",NA,NA,NA,NA,NA
"TAAR8","CS5","CS5","CS6","CS4","CS5"
"LRRC74A","CS6","CS6","CS6","CS3","CS4"
"DKFZp434J046",NA,NA,NA,NA,NA
"cDNA, FLJ92904, highly similar to Homo sapiens casein kinase 2, alpha 1 polypeptide",NA,NA,NA,NA,NA
"Procollagen-lysine 5-dioxygenase",NA,NA,NA,NA,NA
"Sidoreflexin",NA,NA,NA,NA,NA
"RBM12B-AS1",NA,NA,NA,NA,NA
"DKFZp667L0421",NA,NA,NA,NA,NA
"cDNA FLJ55990, highly similar to LIM domain and actin-binding protein 1",NA,NA,NA,NA,NA
"Q6ZSR9",NA,NA,NA,NA,NA
"HNRPA1",NA,NA,NA,NA,NA
"Reverse transcriptase domain-containing protein",NA,NA,NA,NA,NA
"SRPX2","CS5","CS5","CS6","CS5","CS5"
"FKSG83",NA,NA,NA,NA,NA
"CK1E",NA,NA,NA,NA,NA
"GPIHBP1","CS3","CS3","CS3","CS3","CS3"
"Q96BE0",NA,NA,NA,NA,NA
"Heat shock 70kDa protein 6",NA,NA,NA,NA,NA
"EIF2C2",NA,NA,NA,NA,NA
"cDNA FLJ77884",NA,NA,NA,NA,NA
