label,label_wo_outliers
"cDNA FLJ43719 fis, clone TESOP2006060",,
BXDC2,,
EMS1,,
BAF53A,,
LPPR4,,
DKFZp434D1428,,
FAM178B,CS4,CS4
HMP19,,
AB6,,
SPC18,,
TSPYL,,
TM4SF2,,
LY6H,CS7,CS7
FLJ10842,,
ARP3BETA,,
SBBI23,,
NAGS,CS5,CS5
DKFZp547P1613,,
PC326,,
Bcr-abl mRNA of acute lymphocytic leukaemia,,
IGL@,,
Glutaminyl-tRNA synthetase,,
PLAC8 protein,,
SELI,,
DERPC,,
C4orf42,,
"cDNA FLJ20805 fis, clone ADSE02009",,
(clone tec14),,
PML-RAR,,
NAT8B,,
IGM,,
Ubiquitin C variant,,
RICS,,
"cDNA FLJ35171 fis, clone PLACE6013220, weakly similar to TRICHOHYALIN",,
TNRC4,,
14-3-3 tau splice variant,,
ABCG5,CS5,CS5
EOLA1,,
HCRT,CS4,CS4
VEPH1,CS6,CS6
Tcr-alpha,,
YA61,,
HCG1811444,,
PRO1670,,
INMAP,,
GAPD,,
LIPM,CS4,CS4
MB2,,
Q96F87,,
"cDNA FLJ34132 fis, clone FCBBF3010586, weakly similar to Microtubule associated-protein orbit",,
HCG2022592,,
DKFZp781I1140,,
PPIAL4D,,
derp12,,
OR4C12,,
Putative HTH DNA-binding protein,,
"cDNA FLJ90195 fis, clone MAMMA1001310",,
DKFZp686J1895,,
OR10J1,,
Anti-HER3 scFv,,
TRA1,,
T-cell lymphoma invasion and metastasis 2 variant,,
DKFZp686P15220,,
Folate binding protein,,
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit,,
SEMA3E,CS6,CS6
BCR/ABL fusion,,
POTEH,,
GPR45,CS4,CS4
TMEM74B,CS6,CS6
GSX2,CS5,CS5
HCN4,CS6,CS6
APOL5,CS5,CS5
PCDHA1,CS5,CS5
OPTC,CS5,CS5
PCDHA11,CS6,CS6
GPR63,CS6,CS6
SLCO2A1,CS5,CS5
zf30,,
Solute carrier family 25 member 4 variant,,
Similar to ribosomal protein S8,,
Modulator of non-genomic activity of estrogen receptor,,
Acidic ribosomal phosphoprotein P1,,
MELKV4,,
DKFZp686J1593,,
RPS27AP5,,
Myosin-reactive immunoglobulin light chain variable region,,
E4-DBP,,
"cDNA FLJ77680, highly similar to Homo sapiens protein phosphatase 2",,
HEJ1,,
"cDNA FLJ44499 fis, clone UTERU3000665, highly similar to Homo sapiens Snf2-related CBP activator protein",,
CALHM1,CS5,CS5
CNTN3,CS5,CS5
Ells2,,
Ring finger protein 28,,
SIGLEC14,,
CATSPER2,CS6,CS6
GDH,,
UBE1,,
M-RIP,,
WFIKKN2,CS4,CS4
S100A5,CS4,CS4
OR2AG1,,
OR3A1,,
EIF4G1 variant protein,,
NKX1-1,,
HBEBP1,,
LOC392787,,
DKFZp564E242,,
HMX2,CS7,CS7
HDCMD34P,,
DKFZp781N1423,,
R31237_1,,
BJ-HCC-24 tumor antigen,,
FLJ00385,,
"cDNA FLJ44663 fis, clone BRACE3003866",,
Uncharacterized hematopoietic stem/progenitor cells protein MDS026,,
"cDNA FLJ46886 fis, clone UTERU3016308, highly similar to Smoothelin",,
CASC5,,
C1 segment,,
MLL/ENL fusion protein,,
MLL/AF4 fusion,,
MLL/AF6 fusion,,
CYP27B1,CS4,CS4
ATP13A4,CS6,CS6
WDR17,CS6,CS6
FAM174B,CS6,CS6
TOB3,,
Helix-destabilizing protein,,
ACSM2B,,
Q9UF83,,
Cohesin loading complex subunit SCC4 homolog,,
"cDNA FLJ33834 fis, clone CTONG2004264, moderately similar to NEUROBLAST DIFFERENTIATION ASSOCIATED PROTEIN AHNAK",,
NY-CO-41,,
U1 small nuclear ribonucleoprotein 1SNRP homolog protein,,
"cDNA FLJ20187 fis, clone COLF0433",,
AHNAK-related protein,,
"cDNA FLJ20311 fis, clone HEP07319",,
"cDNA: FLJ21924 fis, clone HEP04086",,
LINC01006,,
FLJ00246,,
NFI,,
Hepatitis B virus receptor binding protein,,
DGAT2L7P,,
GUCY2F,CS7,CS7
CYP4Z2P,,
VH3,,
ASCC3L1,,
HNRPM,,
CXYorf1,,
PAUF,,
GHRH,CS6,CS6
WNT3,CS6,CS6
KIR2DS3,,
IGFL1,CS8,CS8
IGFLR1,CS3,CS3
IGFL3,CS5,CS5
KIF25,CS6,CS6
NPC1L1,CS3,CS3
ST3GalIII,,
"cDNA FLJ45139 fis, clone BRAWH3039623",,
C2orf16,CS6,CS6
CNTN5,CS7,CS7
TRABD2A,CS5,CS5
EEF1AKMT4,CS5,CS5
EEF1AKMT4-ECE2,,
PKM2,,
Prostate cancer antigen T21,,
C10orf95,,
EPR-1,,
HLCDGP1,,
"cDNA FLJ56285, highly similar to ADP-ribosylation factor-like protein 8B",,
V-type proton ATPase subunit,,
P2RY4,CS6,CS6
TPM1 protein variant,,
Heat shock 70kDa protein 1A variant,,
Heat shock 70kDa protein 8 isoform 1 variant,,
"HCG20425, isoform CRA_a",,
TMEM132D,CS7,CS7
TMEM225,CS7,CS7
Antigen MLAA-42,,
"cDNA: FLJ22921 fis, clone KAT06711",,
SYT-SSX1,,
SYT-SSX2,,
Tumor differentiation factor,,
SRGAP2C,,
SEPT9,,
"cDNA FLJ54141, highly similar to Ezrin",,
WUGSC:H_RG054D04.1,,
Jiv90 domain-containing protein,,
HOXA6,CS5,CS5
TIA1 protein variant,,
BPTP-2,,
PYDC2,,
BCE1,,
Q7Z3Y4,,
OR5A1,,
"HCG1996542, isoform CRA_c",,
"cDNA FLJ45350 fis, clone BRHIP3011567, highly similar to Voltage-dependent L-type calcium channelsubunit beta-1",,
TAAR8,CS6,CS6
LRRC74A,CS5,CS5
DKFZp434J046,,
"cDNA, FLJ92904, highly similar to Homo sapiens casein kinase 2, alpha 1 polypeptide",,
Procollagen-lysine 5-dioxygenase,,
Sidoreflexin,,
RBM12B-AS1,,
DKFZp667L0421,,
"cDNA FLJ55990, highly similar to LIM domain and actin-binding protein 1",,
Q6ZSR9,,
HNRPA1,,
Reverse transcriptase domain-containing protein,,
SRPX2,CS5,CS5
FKSG83,,
CK1E,,
GPIHBP1,CS4,CS4
Q96BE0,,
Heat shock 70kDa protein 6,,
EIF2C2,,
cDNA FLJ77884,,
"cDNA FLJ10409 fis, clone NT2RM4000595, highly similar to F-box/LRR-repeat protein 2",,
"cDNA FLJ55955, highly similar to HECT domain and RCC1-like domain-containing protein 2",,
Heat shock transcription factor 1,,
Proteasome 26S ATPase subunit 1 variant,,
urf-ret,,
Phosphorylase kinase catalytic subunit PHKG2 homolog protein,,
Ets transcription factor TEL-2b variant,,
Calreticulin variant,,
DnaJ,,
"Guanine nucleotide-binding protein G, alpha subunit variant",,
Integrin-linked kinase variant,,
"Guanine nucleotide-binding protein, beta-3 subunit variant",,
Calcium channel voltage-dependent subunit beta 1,,
I-kappa-B kinase,,
Arachidonate 5-lipoxygenase variant,,
Estrogen receptor alpha mamillary body 1 isoform,,
SRPR,,
DKFZp686N224,,
FLJ00321,,
"cDNA FLJ43809 fis, clone TESTI4001176, moderately similar to Regulator of nonsense transcripts 1",,
"cDNA FLJ10043 fis, clone HEMBA1001085",,
MST075,,
Q8N5Q5,,
C12orf76,CS4,CS4
HCC5,,
Similar to Elongation factor 2b,,
MYHbeta,,
FLJ00163,,
pp10122,,
CHLR1,,
Myofibrillogenesis regulator MR-2,,
RUVBL,,
Q9BV07,,
DUB1,,
DKFZp762F2011,,
"cDNA FLJ10262 fis, clone HEMBB1000985, weakly similar to MIPP PROTEIN",,
G7,,
NWD1,CS3,CS3
WDR31,CS6,CS6
KLHL31,CS7,CS7
CYP7A1,CS6,CS6
TFF2,CS5,CS5
Ribosomal protein S5 variant,,
ORF,,
"cDNA FLJ76931, highly similar to Homo sapiens testes-specific heterogenous nuclear ribonucleoprotein G-T, mRNA",,
"cDNA FLJ44170 fis, clone THYMU2035319, highly similar to RNA-binding region-containing protein 2",,
"HCG21173, isoform CRA_a",,
"cDNA FLJ56738, highly similar to Fibrillarin",,
"cDNA, FLJ95650, highly similar to Homo sapiens karyopherin",,
IQANK1,,
"cDNA FLJ53422, highly similar to TATA-binding protein-associated factor 2N",,
"cDNA, FLJ95416, highly similar to Homo sapiens phosphatidylinositol glycan, class S",,
"cDNA FLJ76216, highly similar to Homo sapiens xeroderma pigmentosum, complementation group C",,
"cDNA FLJ76708, highly similar to Homo sapiens nuclear mitotic apparatus protein 1",,
"cDNA FLJ38781 fis, clone LIVER2000216, highly similar to HEAT SHOCK COGNATE 71 kDa PROTEIN",,
SKOR1,CS5,CS5
Glycylpeptide N-tetradecanoyltransferase,,
DKFZp686A01173,,
"cDNA FLJ52684, highly similar to Dynein heavy chain, cytosolic",,
"cDNA FLJ57544, highly similar to Zinc finger protein 672",,
Myosin regulatory light chain,,
Eukaryotic translation elongation factor 1 alpha 1,,
"cDNA FLJ54432, highly similar to Alpha-actinin-1",,
Cell division control protein,,
"cDNA FLJ53272, highly similar to Homo sapiens LIM domain 7",,
"cDNA, FLJ92996, highly similar to Homo sapiens guanine nucleotide binding protein",,
Tumor rejection antigen,,
"cDNA, FLJ92988, highly similar to Homo sapiens mutL homolog 1, colon cancer, nonpolyposis type 2",,
"cDNA FLJ41848 fis, clone NT2RI3003382",,
"cDNA, FLJ93632, highly similar to Homo sapiens heterogeneous nuclear ribonucleoprotein R",,
TRBV7-9,,
Q9BU08,,
UGT1A7,CS6,CS6
"cDNA FLJ42079 fis, clone SYNOV2021320, highly similar to SH3 DOMAIN-BINDING PROTEIN 3BP-2",,
E2F2 protein,,
HCG1998195,,
RRM domain-containing protein,,
40S ribosomal protein S15a,,
TNXA,,
IFI27L2,CS7,CS7
PRM2,CS4,CS4
DNA-directed RNA polymerase subunit,,
HEL-S-124m,,
"cDNA FLJ51044, highly similar to Homo sapiens protein phosphatase 1, regulatory",,
Gamma-tubulin complex component,,
"cDNA FLJ60713, highly similar to Homo sapiens heterogeneous nuclear ribonucleoprotein A/B",,
"cDNA FLJ16777 fis, clone BRHIP2029567, highly similar to Cell division cycle 5-like protein",,
DKFZp686G1646,,
"cDNA FLJ53108, highly similar to Guanine nucleotide-binding protein alpha-13 subunit",,
"cDNA FLJ37224 fis, clone BRAMY2000052, moderately similar to RNA-binding protein Raly",,
"cDNA FLJ58196, highly similar to Zinc finger CCCH domain-containing protein 11A",,
"cDNA FLJ53296, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform",,
"cDNA FLJ53353, highly similar to ATP-binding cassette sub-family D member 3",,
IGKV2-29,,
HEL-S-86,,
"cDNA FLJ78640, highly similar to Homo sapiens TSPY-like 2",,
"cDNA, FLJ92684, highly similar to Homo sapiens IK cytokine, down-regulator of HLA II",,
"cDNA FLJ75299, highly similar to Xenopus laevis proteasome",,
"cDNA FLJ75083, highly similar to Homo sapiens amine oxidase",,
LOC401309,,
"cDNA FLJ30049 fis, clone ADRGL1000033, highly similar to 26S proteasome non-ATPase regulatory subunit 3",,
Sp1 transcription factor variant,,
ACT,,
ATP5B,,
Casein kinase 2 alpha isoform,,
"cDNA, FLJ92932, highly similar to Homo sapiens serine/threonine kinase 38",,
Fatty acyl-CoA reductase,,
"cDNA, FLJ95666, highly similar to Homo sapiens albumin",,
"cDNA, FLJ95176, Homo sapiens CGI-48 protein",,
"cDNA, FLJ93166, highly similar to Homo sapiens heat shock 70kDa protein 6",,
"cDNA, FLJ96406, highly similar to Homo sapiens NOL1/NOP2/Sun domain family, member 5",,
"cDNA FLJ31463 fis, clone NT2NE2001326, highly similar to Exonuclease 3'-5' domain-like-containing protein 2",,
"cDNA, FLJ93474, Homo sapiens zinc finger protein 205",,
Par1b,,
"cDNA FLJ54590, highly similar to KH domain-containing, RNA-binding, signaltransduction-associated protein 1",,
"cDNA FLJ61696, highly similar to Double-stranded RNA-specific adenosine deaminase",,
"cDNA FLJ51771, highly similar to SWI/SNF-related matrix-associatedactin-dependent regulator of chromatin subfamily A member5",,
5'-3' exoribonuclease,,
"cDNA FLJ76877, highly similar to Homo sapiens superkiller viralicidic activity 2-like 2",,
"cDNA FLJ56274, highly similar to Transketolase",,
"cDNA, FLJ94025, highly similar to Homo sapiens tripartite motif-containing 28",,
"cDNA, FLJ96709, highly similar to Homo sapiens glutamate rich WD repeat protein GRWD",,
Importin subunit alpha,,
"cDNA FLJ59035, highly similar to RNA-binding region-containing protein 2",,
"cDNA FLJ54752, highly similar to Poly(rC)-binding protein 2",,
"cDNA FLJ76121, highly similar to Homo sapiens zinc finger CCCH-type, antiviral 1",,
"cDNA FLJ76053, highly similar to Homo sapiens Ras-GTPase activating protein SH3 domain-binding protein 2",,
"cDNA FLJ78441, highly similar to Homo sapiens nucleolar and spindle associated protein 1",,
"cDNA FLJ51295, highly similar to Cell division cycle 5-like protein",,
C1orf104,,
Threonyl-tRNA synthetase,,
FLJ34048,,
Mitochondrial GTPase 1,,
"cDNA FLJ77630, highly similar to Homo sapiens BPY2 interacting protein 1, mRNA",,
NudC-like protein,,
"cDNA, FLJ92342, Homo sapiens apelin",,
"cDNA, FLJ92221",,
Methenyltetrahydrofolate cyclohydrolase,,
"cDNA, FLJ94117, highly similar to Homo sapiens actinin, alpha 3",,
BTCC-1,,
"cDNA, FLJ94608, Homo sapiens reticulon 4 interacting protein 1",,
"cDNA, FLJ96555",,
"cDNA FLJ31926 fis, clone NT2RP7005502, highly similar to Homo sapiens AFG3 ATPase family gene 3-like 1",,
"cDNA, FLJ96578, highly similar to Homo sapiens fatty acid hydroxylase",,
C10orf4,,
NPIPA7,,
"HCG1744368, isoform CRA_a",,
LY75,CS5,CS5
Putative insulin-like growth factor 2-associated protein,,
"HCG2003792, isoform CRA_a",,
DKFZp547I014,,
"cDNA FLJ13861 fis, clone THYRO1001100, moderately similar to ZINC FINGER X-LINKED PROTEIN ZXDA",,
FAM22F,,
LOC729862,,
GPErik,,
PRR10,,
HLA-DPB1 protein,,
LOC200261,,
ZNF509,,
POM121L1P,,
MST4,,
LOC730441,,
MGC13033,,
TAP binding protein-like variant,,
tmp_locus_54,,
MGC4677,,
Polyhomeotic-like protein 1 variant,,
Q5BKY6,,
Q5W150,,
Putative UPF0633 protein LOC554249,,
SFRS2,,
ARD1A,,
"cDNA FLJ16308 fis, clone PUAEN2006335",,
"cDNA FLJ42001 fis, clone SPLEN2029912",,
Erythroid differentiation and denucleation factor 1,,
XRCC6BP1,,
CCNG2 protein,,
"cDNA FLJ37051 fis, clone BRACE2013624",,
MGC24125,,
OSTCL,,
NUCB1 protein,,
KIAA1305,,
"cDNA: FLJ22623 fis, clone HSI05687",,
"cDNA: FLJ22558 fis, clone HSI01557",,
MUM1,,
"cDNA FLJ13705 fis, clone PLACE2000302",,
"cDNA FLJ11939 fis, clone HEMBB1000592",,
"cDNA FLJ20813 fis, clone ADSE01247",,
"cDNA FLJ20748 fis, clone HEP05772",,
KIAA1147,,
STAT5B protein,,
SLC22A7,CS4,CS4
RNFT2,CS4,CS4
OR4K3,,
USH2A,CS6,CS6
IFNL1,CS5,CS5
C14orf178,,
CYP26A1,CS4,CS4
IGHD,,
CFAP73,CS5,CS5
H0YAA0,,
BZRAP1,,
DRAXIN,CS6,CS6
"cDNA FLJ52062, highly similar to Erythrocyte band 7 integral membrane protein",,
Transmembrane 9 superfamily member,,
"HCG1810825, isoform CRA_b",,
"HCG1984214, isoform CRA_a",,
RUN and TBC1 domain-containing protein 3,,
"cDNA FLJ57808, highly similar to Homo sapiens SH3 multiple domains 1",,
DKFZP586J0619,,
LTB4DH,,
HIG1 domain-containing protein,,
POC1B-GALNT4,,
"cDNA, FLJ79533, highly similar to Bcl-2-associated transcription factor 1",,
DKFZp686H02120,,
Rab-GAP TBC domain-containing protein,,
CRAL-TRIO domain-containing protein,,
"cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier",,
"cDNA FLJ50335, highly similar to Trpc4-associated protein",,
RAX2,CS5,CS5
HTR3B,CS7,CS7
TCTE1,CS4,CS4
UGT2B17,CS6,CS6
YARS,,
C6orf142,,
HCG2008078,,
NANOGP8,,
TMEM99,,
TBC1D3H,,
SLCO1C1,CS6,CS6
SLC15A5,,
PLAC8L1,CS5,CS5
GPR87,CS5,CS5
ADGRA1,CS6,CS6
ALKAL2,CS6,CS6
DLL4,CS4,CS4
AMELX,CS6,CS6
FAM20A,CS4,CS4
ZP4,CS7,CS7
MGC50722,,
"HCG1987119, isoform CRA_a",,
WUGSC:H_DJ0726N20.gs.b,,
INADL,,
TUSC5,,
Carboxypeptidase,,
SPDYE6,,
STUM,CS5,CS5
KHDC3L,CS5,CS5
TXNRD3NB,,
A0A087WZY1,,
"cDNA, FLJ96701",,
"cDNA FLJ51864, highly similar to Syntaxin-17",,
NBPF9 isoform 1,,
BOLA2-SMG1P6,,
C19orf2,,
SCN11A,CS5,CS5
DKFZp686I04196,,
Sodium/potassium-transporting ATPase subunit alpha,,
Anti-RhD monoclonal T125 gamma1 heavy chain,,
SPP2,CS7,CS7
BEND6,CS6,CS6
KLRB1,CS6,CS6
HLA-CW,,
HTD2,,
LILRA4,CS5,CS5
ABCA11P,,
"cDNA FLJ52014, highly similar to EGF-like module-containing mucin-like hormone receptor-like 2",,
Protein-serine/threonine kinase,,
Ras-related protein Rap-1b-like protein,,
MEIS3P1,,
GGT3P,,
PDZK1P1,,
"cDNA FLJ60521, highly similar to Protein kinase-like protein C9orf96",,
CDH19 protein,,
NCF1B,,
FAT2,CS6,CS6
Serine/threonine-protein phosphatase,,
SCEL protein,,
F5H423,,
DKFZp686E23209,,
DKFZp686L0695,,
PCDH15,CS7,CS7
"cDNA FLJ51050, highly similar to GPI transamidase component PIG-T",,
SCN9A,CS5,CS5
CTGF,,
NPEPPSL1,,
ZNF780B,CS3,CS3
SHLD3,,
EGR3,CS7,CS7
IGHV3-48,,
H3BRN7,,
Putative UPF0607 protein LOC392364,,
tRNA-uridine aminocarboxypropyltransferase,,
B3GNT8,CS5,CS5
IGKV1-39,,
IGKV1-33,,
IGKV1D-12,,
LOC554248,,
CALHM3,CS5,CS5
LRRC3C,CS4,CS4
TPBGL,CS5,CS5
TMEM178A,CS4,CS4
DEFB116,CS4,CS4
Q6ZS92,,
ATP11AUN,,
TFG/ALK fusion,,
MAP6D1,CS5,CS5
SST,CS7,CS7
SAMD14,CS3,CS3
Q1RN00,,
KIF28P,,
Q9HAA7,,
Q8NAQ8,,
LINE-1 retrotransposable element ORF2 protein,,
Q8N2B8,,
"cDNA FLJ61290, highly similar to Neutral alpha-glucosidase AB",,
"cDNA FLJ61705, highly similar to Symplekin",,
"cDNA FLJ51883, highly similar to Mitochondrial 39S ribosomal protein L3",,
NRF,,
"cDNA FLJ55910, highly similar to Keratin, type II cuticular Hb6",,
AP-1 complex subunit gamma,,
"cDNA FLJ76823, highly similar to Homo sapiens splicing factor, arginine/serine-rich 6",,
DKFZp667H197,,
"cDNA FLJ90530 fis, clone NT2RP4002187, highly similar to Homo sapiens hydroxysteroid",,
cDNA FLJ77219,,
"cDNA FLJ59571, highly similar to Eukaryotic translation initiation factor 4gamma 2",,
"Cleavage and polyadenylation specific factor 3, 73kDa variant",,
"cDNA FLJ38393 fis, clone FEBRA2007212",,
PPIL5,,
"cDNA FLJ78309, highly similar to Homo sapiens heterogeneous nuclear ribonucleoprotein U-like 1",,
100 kDa coactivator,,
Rab GDP dissociation inhibitor,,
"cDNA FLJ77827, highly similar to Human upstream binding factor",,
Serine/threonine-protein kinase PLK,,
Retinoblastoma-associated protein variant,,
"cDNA, FLJ92106, highly similar to Homo sapiens adaptor-related protein complex 3, sigma 1 subunit(AP3S1), mRNA",,
Elongation factor 1-alpha,,
Glutaminase,,
5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase,,
"cDNA FLJ10772 fis, clone NT2RP4000243, highly similar to Cartilage-associated protein",,
"cDNA, FLJ94440, highly similar to Homo sapiens chaperonin containing TCP1, subunit 6A",,
DRIP4,,
Utp12 domain-containing protein,,
Phosphomannomutase,,
"cDNA FLJ32715 fis, clone TESTI2000784, highly similar to Importin-4",,
"cDNA FLJ77762, highly similar to Homo sapiens cullin-associated and neddylation-dissociated 1",,
"cDNA FLJ59403, highly similar to Nucleosome assembly protein 1-like 4",,
"cDNA FLJ78655, highly similar to Homo sapiens exportin 5",,
"cDNA FLJ75154, highly similar to Homo sapiens heterogeneous nuclear ribonucleoprotein C",,
"cDNA, FLJ95314, highly similar to Homo sapiens transducin",,
DAZAP1/MEF2D fusion,,
"cDNA, FLJ94136, highly similar to Homo sapiens synaptotagmin binding, cytoplasmic RNA interacting protein",,
"cDNA FLJ13606 fis, clone PLACE1010579, highly similar to Homo sapiens GULP, engulfment adaptor PTB domain containing 1",,
"HCG1640171, isoform CRA_a",,
WD repeat-containing protein 1 isoform 1 variant,,
Full-length cDNA 5-PRIME end of clone CS0DF013YM24 of Fetal brain of Homo sapiens,,
"cDNA, FLJ92973, highly similar to Homo sapiens villin 2",,
"cDNA FLJ76290, highly similar to Homo sapiens TIA1 cytotoxic granule-associated RNA bindingprotein-like 1",,
PRIC295,,
TRG14,,
hfzo2,,
"cDNA, FLJ96718, highly similar to Homo sapiens splicing factor, arginine/serine-rich 10",,
DKFZp686D0880,,
MS-D3 heavy chain variable region,,
NADPH--hemoprotein reductase,,
"cDNA FLJ76962, highly similar to Homo sapiens nucleolar protein 5A",,
"cDNA FLJ75365, highly similar to Homo sapiens SUGT1B",,
"cDNA FLJ78246, highly similar to Homo sapiens splicing factor 3a, subunit 3, 60kDa",,
Fructose-bisphosphate aldolase,,
"cDNA FLJ61136, highly similar to Ras-related protein Rab-11A",,
S-(hydroxymethyl)glutathione dehydrogenase,,
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,,
"cDNA, FLJ94230, highly similar to Homo sapiens thioredoxin-like 1",,
DUF1681 domain-containing protein,,
"cDNA FLJ78260, highly similar to Homo sapiens RNA binding motif protein 4, mRNA",,
"cDNA, FLJ96428, highly similar to Homo sapiens proteasome",,
Nbla00402,,
GDP-D-mannose dehydratase,,
HSPC163 protein variant,,
DCS-1,,
"cDNA FLJ57430, highly similar to DNA-directed RNA polymerase II 33 kDa polypeptide",,
PKCI-1-related HIT protein variant,,
Glutathione-dependent dehydroascorbate reductase,,
"Acetyl-CoA acetyltransferase, cytosolic variant",,
Glucosamine-6-phosphate isomerase,,
DKFZp686G0426,,
Adenylyl cyclase-associated protein,,
H2A/k,,
3-mercaptopyruvate sulfurtransferase variant,,
SHINC3,,
Alpha-galactosidase,,
HEL-211,,
Phosphoglycerate mutase,,
Heterogeneous nuclear ribonucleoprotein AB isoform a variant,,
Mitochondrial ribosomal protein L11 isoform a variant,,
"cDNA FLJ76863, highly similar to Homo sapiens stress-induced-phosphoprotein 1",,
Protein transport protein SEC23,,
L-serine-phosphatidylethanolamine phosphatidyltransferase,,
Protein S100,,
Four and a half LIM domains 1 variant,,
Vitamin-K-epoxide reductase,,
"cDNA FLJ78142, highly similar to Homo sapiens transglutaminase 1",,
Flotillin,,
"cDNA FLJ60782, highly similar to Rho-GTPase-activating protein 1",,
"cDNA FLJ10273 fis, clone HEMBB1001137, highly similar to SEC23-interacting protein",,
Calcium/calmodulin-dependent protein kinase,,
cAMP-dependent protein kinase,,
DKFZp686J11235,,
PPAN-P2RY11,,
"cDNA FLJ75682, highly similar to Homo sapiens armadillo repeat containing, X-linked 3",,
Mitogen-activated protein kinase kinase kinase 7 interacting protein 1 isoform alpha variant,,
"cDNA FLJ37346 fis, clone BRAMY2021310, highly similar to Transcriptional repressor p66 beta",,
Structural maintenance of chromosomes protein,,
CMP-N-acetylneuraminic acid synthase,,
Hin-3,,
Glycogen synthase,,
HEL-S-95n,,
Q8TCD0,,
DKFZp686N02209,,
Molybdopterin molybdenumtransferase,,
PRPF4 protein variant,,
PECI,,
HEL-S-77p,,
"cDNA, FLJ93375, highly similar to Homo sapiens ZW10, kinetochore associated, homolog",,
"cDNA, FLJ94640, highly similar to Homo sapiens keratin 18",,
SFRS4,,
Mitochondrial ribosomal protein S30 variant,,
Nucleoporin 54kDa variant,,
POLE1,,
"cDNA FLJ60607, highly similar to Acyl-protein thioesterase 1",,
3'-phosphoadenosine-5'-phosphosulfate synthase,,
"cDNA, FLJ94171, highly similar to Homo sapiens solute carrier family 25",,
C3/C5 convertase,,
"cDNA FLJ42071 fis, clone SYNOV2014157, highly similar to Protein YIPF5",,
Vesicle transport-related protein isoform a variant,,
"cDNA, FLJ96012, highly similar to Homo sapiens interferon regulatory factor 2 binding protein 1",,
cDNA FLJ78186,,
"ADP,ATP carrier protein, liver isoform T2 variant",,
LOR,,
"Solute carrier family 25, member 13",,
Ras-related protein Rab,,
DKFZp686O0870,,
"cDNA, FLJ93412, highly similar to Homo sapiens replication protein A2, 32kDa",,
DKFZp686L17145,,
"cDNA FLJ76156, highly similar to Homo sapiens aspartyl-tRNA synthetase 2",,
"cDNA FLJ75056, highly similar to Homo sapiens phosphatidylinositol binding clathrin assembly protein",,
"Achalasia, adrenocortical insufficiency, alacrimia",,
"cDNA FLJ39381 fis, clone PERIC2000422, highly similar to HEAT repeat-containing protein 2",,
Histone H2B,,
RNA methyltransferase,,
"cDNA, FLJ92825, highly similar to Homo sapiens SAR1a gene homolog 1",,
"cDNA FLJ50039, highly similar to Homo sapiens solute carrier family 25, member 24, transcript variant 1, mRNA",,
"cDNA, FLJ95005, highly similar to Homo sapiens kinesin family member 11",,
"cDNA, FLJ92810, highly similar to Homo sapiens protein phosphatase 1G",,
"cDNA FLJ10153 fis, clone HEMBA1003417, highly similar to BAG family molecular chaperone regulator 2",,
Eukaryotic translation elongation factor 1 gamma,,
NF110b,,
PIG45,,
DKFZp686L20222,,
Tubulin alpha chain,,
LARS,,
Transketolase variant,,
PC1/MRPS28 fusion protein,,
"cDNA FLJ54063, highly similar to Homo sapiens CD74 antigen, transcript variant 2, mRNA",,
"cDNA FLJ13051 fis, clone NT2RP3001447",,
IGK@,,
"cDNA FLJ53193, highly similar to Homo sapiens caldesmon 1",,
LUC7-like isoform b variant,,
ADAMTS14,CS5,CS5
XKR7,CS3,CS3
Zinc finger protein 207 variant,,
PYCRL,,
OTOR,CS4,CS4
CCDC81,CS5,CS5
SLC36A2,CS6,CS6
"cDNA FLJ45445 fis, clone BRSSN2013696",,
ZP1,CS4,CS4
TPO,CS6,CS6
ZNF583,CS5,CS5
GLDN,CS5,CS5
C4orf50,,
PCSK2,CS6,CS6
DHRS4-AS1,,
ZNF132,CS4,CS4
ZNF229,CS5,CS5
"cDNA FLJ54573, highly similar to Importin beta-3",,
LGALS17A,,
"cDNA FLJ60461, highly similar to Peroxiredoxin-2",,
Poly polymerase,,
MESP1,CS7,CS7
CFAP92,CS4,CS4
SLC12A8,CS4,CS4
RAB44,,
IGKV2D-30,,
ARMS2,CS6,CS6
FAM83E,CS3,CS3
6-O-methylguanine-DNA methyltransferase,,
WNT8B,CS6,CS6
PDPK2P,,
Putative histone PARylation factor 1-like,,
OR6K3,,
PKHD1L1,CS6,CS6
ERVW-1,,
GOLGA6C,,
Q6GMV8,,
RARRES1,CS6,CS6
Cervical cancer oncogene binding protein,,
KOW domain-containing protein,,
SLC6A11,CS6,CS6
DAZ3,,
TMEM61,CS4,CS4
EEF1DP3,,
ZHX1-C8orf76,,
cDNA FLJ51208,,
PTPN18 protein,,
LOC642947,,
"cDNA FLJ40572 fis, clone THYMU2006170",,
UBQLN3,CS6,CS6
NXPE1,CS6,CS6
MGC39372,,
LHX5,CS3,CS3
SHCBP1L,CS6,CS6
AKR1C8P,,
DCANP1,CS4,CS4
DKFZp547K2416,,
HCG2001421,,
HCG1818547,,
KIAA0355,,
SLC52A3,CS6,CS6
GOLGA2P5,,
LOC57228,,
DOM3Z,,
